x_h,y_h,x_s,y_s,source,bc,E,RMSE,DeltaT_max,CR,t_s,N_sw,U_spatial,J_Balanced,J_Comfort,J_Energy
1.5,0.5,4.5,4.5,point,RNNN,60.0,66.98013200300834,731.6039249241892,0.10575520833333332,120.0,0,59.703785416164116,0.755410110694753,0.7907289575899253,0.7802005497977335
2.5,0.5,0.5,0.5,point,RNNN,28.4375,42.82489523781275,640.0617105606739,0.125859375,120.0,1,38.23840200853492,0.6113159729962464,0.65851744465144,0.5776721897349197
2.5,0.5,1.5,0.5,point,RNNN,7.1875,13.5847401501213,484.67133702036074,0.20685546875000002,120.0,1,11.21686546305627,0.43309601989700564,0.48533130446944306,0.3764160354219629
2.5,0.5,2.5,0.5,point,RNNN,1.5625,5.36430862811636,247.8271712948271,0.05654296875,120.0,5,2.1844009971366463,0.4776645091057813,0.49562389584805366,0.4174478525877162
2.5,0.5,3.5,0.5,point,RNNN,7.1875,13.5847401501213,484.67133702036074,0.20685546875000002,120.0,1,11.21686546305627,0.43309601989700564,0.48533130446944306,0.3764160354219629
2.5,0.5,4.5,0.5,point,RNNN,28.4375,42.82489523781275,640.0617105606739,0.125859375,120.0,1,38.23840200853492,0.6113159729962464,0.65851744465144,0.5776721897349197
2.5,0.5,0.5,1.5,point,RNNN,35.3125,50.34502621972666,666.1290460724686,0.12377604166666667,120.0,1,45.12500322738712,0.655549922113986,0.698573223154223,0.6330639506084274
2.5,0.5,1.5,1.5,point,RNNN,14.6875,24.889228745594664,561.7581496140764,0.15651692708333334,120.0,1,21.68150500195308,0.5058951025543856,0.5586759051543462,0.45443709433685764
2.5,0.5,2.5,1.5,point,RNNN,7.1875,13.5847401501213,484.67133702036074,0.20685546875000002,120.0,1,11.21686546305627,0.43309601989700564,0.48533130446944306,0.3764160354219629
2.5,0.5,3.5,1.5,point,RNNN,14.6875,24.889228745594664,561.7581496140764,0.15651692708333334,120.0,1,21.68150500195308,0.5058951025543856,0.5586759051543462,0.45443709433685764
2.5,0.5,4.5,1.5,point,RNNN,35.3125,50.34502621972666,666.1290460724686,0.12377604166666667,120.0,1,45.12500322738712,0.655549922113986,0.698573223154223,0.6330639506084274
2.5,0.5,0.5,2.5,point,RNNN,54.0625,64.68675540389572,716.1098871007114,0.12315104166666667,120.0,1,57.70433582513423,0.7535478424874965,0.7837515071096961,0.7665901414744507
2.5,0.5,1.5,2.5,point,RNNN,35.9375,50.97757771174664,668.230448938099,0.12356770833333333,120.0,1,45.699500488788026,0.6593771910928875,0.7020067107633194,0.6379499450061372
2.5,0.5,2.5,2.5,point,RNNN,28.4375,42.82489523781275,640.0617105606739,0.125859375,120.0,1,38.23840200853492,0.6113159729962464,0.65851744465144,0.5776721897349197
2.5,0.5,3.5,2.5,point,RNNN,35.9375,50.97757771174664,668.230448938099,0.12356770833333333,120.0,1,45.699500488788026,0.6593771910928875,0.7020067107633194,0.6379499450061372
2.5,0.5,4.5,2.5,point,RNNN,54.0625,64.68675540389572,716.1098871007114,0.12315104166666667,120.0,1,57.70433582513423,0.7535478424874965,0.7837515071096961,0.7665901414744507
2.5,0.5,0.5,3.5,point,RNNN,60.0,66.15845475555403,727.3067868348542,0.12315104166666667,120.0,0,58.87768096298976,0.7496384244361154,0.7838489732911398,0.7760265200068827
2.5,0.5,1.5,3.5,point,RNNN,60.0,66.15845475555403,727.3067868348542,0.12315104166666667,120.0,0,58.87768096298976,0.7496384244361154,0.7838489732911398,0.7760265200068827
2.5,0.5,2.5,3.5,point,RNNN,60.0,66.15845475555403,727.3067868348542,0.12315104166666667,120.0,0,58.87768096298976,0.7496384244361154,0.7838489732911398,0.7760265200068827
2.5,0.5,3.5,3.5,point,RNNN,60.0,66.15845475555403,727.3067868348542,0.12315104166666667,120.0,0,58.87768096298976,0.7496384244361154,0.7838489732911398,0.7760265200068827
2.5,0.5,4.5,3.5,point,RNNN,60.0,66.15845475555403,727.3067868348542,0.12315104166666667,120.0,0,58.87768096298976,0.7496384244361154,0.7838489732911398,0.7760265200068827
2.5,0.5,0.5,4.5,point,RNNN,60.0,66.15845475555403,727.3067868348542,0.12315104166666667,120.0,0,58.87768096298976,0.7496384244361154,0.7838489732911398,0.7760265200068827
2.5,0.5,1.5,4.5,point,RNNN,60.0,66.15845475555403,727.3067868348542,0.12315104166666667,120.0,0,58.87768096298976,0.7496384244361154,0.7838489732911398,0.7760265200068827
2.5,0.5,2.5,4.5,point,RNNN,60.0,66.15845475555403,727.3067868348542,0.12315104166666667,120.0,0,58.87768096298976,0.7496384244361154,0.7838489732911398,0.7760265200068827
2.5,0.5,3.5,4.5,point,RNNN,60.0,66.15845475555403,727.3067868348542,0.12315104166666667,120.0,0,58.87768096298976,0.7496384244361154,0.7838489732911398,0.7760265200068827
2.5,0.5,4.5,4.5,point,RNNN,60.0,66.15845475555403,727.3067868348542,0.12315104166666667,120.0,0,58.87768096298976,0.7496384244361154,0.7838489732911398,0.7760265200068827
3.5,0.5,0.5,0.5,point,RNNN,60.0,66.98013200300834,731.6039249241892,0.10575520833333332,120.0,0,59.703785416164116,0.755410110694753,0.7907289575899253,0.7802005497977335
3.5,0.5,1.5,0.5,point,RNNN,29.0625,44.206789707756876,642.9312378092989,0.10788411458333334,120.0,1,39.92401299525702,0.6201675769104695,0.6679062471720221,0.5862052600904214
3.5,0.5,2.5,0.5,point,RNNN,7.1875,13.801697874022151,484.67133702036074,0.141640625,120.0,1,11.680049459797768,0.44352430360031814,0.4990203303602555,0.38345436550961287
3.5,0.5,3.5,0.5,point,RNNN,1.5625,5.3956915843134245,247.7994289001374,0.05831380208333334,120.0,5,2.2394562165905865,0.47748771693173375,0.4953570222062412,0.4173424514355841
3.5,0.5,4.5,0.5,point,RNNN,7.1875,13.801697874022151,484.67133702036074,0.141640625,120.0,1,11.680049459797768,0.44352430360031814,0.4990203303602555,0.38345436550961287
3.5,0.5,0.5,1.5,point,RNNN,60.0,66.98013200300834,731.6039249241892,0.10575520833333332,120.0,0,59.703785416164116,0.755410110694753,0.7907289575899253,0.7802005497977335
3.5,0.5,1.5,1.5,point,RNNN,35.9375,51.71627258131374,668.935359137614,0.10611328125000001,120.0,1,46.71884168891084,0.6643124172372306,0.7078537832728996,0.6415333873755169
3.5,0.5,2.5,1.5,point,RNNN,14.6875,25.28504813842783,561.7593787881885,0.12048177083333332,120.0,1,22.441098739300262,0.5124792524359602,0.5670618810719346,0.4589836838277117
3.5,0.5,3.5,1.5,point,RNNN,7.1875,13.801697874022151,484.67133702036074,0.141640625,120.0,1,11.680049459797768,0.44352430360031814,0.4990203303602555,0.38345436550961287
3.5,0.5,4.5,1.5,point,RNNN,14.6875,25.28504813842783,561.7593787881885,0.12048177083333332,120.0,1,22.441098739300262,0.5124792524359602,0.5670618810719346,0.4589836838277117
3.5,0.5,0.5,2.5,point,RNNN,60.0,66.98013200300834,731.6039249241892,0.10575520833333332,120.0,0,59.703785416164116,0.755410110694753,0.7907289575899253,0.7802005497977335
3.5,0.5,1.5,2.5,point,RNNN,56.5625,66.43737054470951,724.9357017677471,0.10575520833333332,120.0,1,59.28880165446961,0.7690897945858929,0.7985697814940127,0.7859798409054666
3.5,0.5,2.5,2.5,point,RNNN,35.9375,51.71627258131374,668.935359137614,0.10611328125000001,120.0,1,46.71884168891084,0.6643124172372306,0.7078537832728996,0.6415333873755169
3.5,0.5,3.5,2.5,point,RNNN,28.4375,43.47301608491721,640.280128129633,0.10818359375,120.0,1,39.253360755549615,0.6159336845730018,0.6640310682388516,0.5810079941920615
3.5,0.5,4.5,2.5,point,RNNN,34.0625,49.772945916653555,662.3564466732087,0.10642578124999999,120.0,1,44.97454274488844,0.6526957414558234,0.6974188295639591,0.6267673579214047
3.5,0.5,0.5,3.5,point,RNNN,60.0,66.98013200300834,731.6039249241892,0.10575520833333332,120.0,0,59.703785416164116,0.755410110694753,0.7907289575899253,0.7802005497977335
3.5,0.5,1.5,3.5,point,RNNN,60.0,66.98013200300834,731.6039249241892,0.10575520833333332,120.0,0,59.703785416164116,0.755410110694753,0.7907289575899253,0.7802005497977335
3.5,0.5,2.5,3.5,point,RNNN,60.0,66.98013200300834,731.6039249241892,0.10575520833333332,120.0,0,59.703785416164116,0.755410110694753,0.7907289575899253,0.7802005497977335
3.5,0.5,3.5,3.5,point,RNNN,60.0,66.98013200300834,731.6039249241892,0.10575520833333332,120.0,0,59.703785416164116,0.755410110694753,0.7907289575899253,0.7802005497977335
3.5,0.5,4.5,3.5,point,RNNN,60.0,66.98013200300834,731.6039249241892,0.10575520833333332,120.0,0,59.703785416164116,0.755410110694753,0.7907289575899253,0.7802005497977335
3.5,0.5,0.5,4.5,point,RNNN,60.0,66.98013200300834,731.6039249241892,0.10575520833333332,120.0,0,59.703785416164116,0.755410110694753,0.7907289575899253,0.7802005497977335
