x_h,y_h,x_s,y_s,source,bc,E,RMSE,DeltaT_max,CR,t_s,N_sw,U_spatial,J_Balanced,J_Comfort,J_Energy
1.5,0.5,1.5,3.5,point,L-RNNN,60.0,57.37842153802122,546.8279657226878,0.13179988898140438,120.0,0,50.08697968607882,0.7074133183268937,0.7302133991355724,0.7468106223380436
1.5,0.5,2.5,3.5,point,L-RNNN,60.0,57.37842153802122,546.8279657226878,0.13179988898140438,120.0,0,50.08697968607882,0.7074133183268937,0.7302133991355724,0.7468106223380436
1.5,0.5,0.5,4.5,point,L-RNNN,60.0,57.37842153802122,546.8279657226878,0.13179988898140438,120.0,0,50.08697968607882,0.7074133183268937,0.7302133991355724,0.7468106223380436
1.5,0.5,1.5,4.5,point,L-RNNN,60.0,57.37842153802122,546.8279657226878,0.13179988898140438,120.0,0,50.08697968607882,0.7074133183268937,0.7302133991355724,0.7468106223380436
1.5,0.5,2.5,4.5,point,L-RNNN,60.0,57.37842153802122,546.8279657226878,0.13179988898140438,120.0,0,50.08697968607882,0.7074133183268937,0.7302133991355724,0.7468106223380436
2.5,0.5,0.5,0.5,point,L-RNNN,32.1875,40.163063051039735,489.5806668815552,0.14413769775187343,120.0,1,35.03642518273623,0.586757584498419,0.6234854621650497,0.5716593609765275
2.5,0.5,1.5,0.5,point,L-RNNN,7.8125,12.27453450054131,368.55107754461363,0.2751309672495143,76.25,1,9.988743601126847,0.3400998815633621,0.3840856820308719,0.2954925295081302
2.5,0.5,2.5,0.5,point,L-RNNN,2.1875,5.335901553641747,185.30710771680018,0.05740875659172912,120.0,7,2.2293523501244703,0.4609801696599911,0.47735752999481407,0.4058443027051749
2.5,0.5,3.5,0.5,point,L-RNNN,7.8125,12.27453450054131,368.55107754461363,0.2751309672495143,76.25,1,9.988743601126847,0.3400998815633621,0.3840856820308719,0.2954925295081302
2.5,0.5,4.5,0.5,point,L-RNNN,32.1875,40.163063051039735,489.5806668815552,0.14413769775187343,120.0,1,35.03642518273623,0.586757584498419,0.6234854621650497,0.5716593609765275
2.5,0.5,0.5,1.5,point,L-RNNN,39.0625,46.1763661658349,506.913881246119,0.1423943588676103,120.0,1,40.39230189973738,0.6268100998850411,0.6588275769912325,0.6239188668433341
2.5,0.5,1.5,1.5,point,L-RNNN,16.5625,23.34990130514293,430.23580459468326,0.18977674854288093,120.0,1,19.961284458580288,0.4758954338144099,0.5201726151534947,0.4382832522936718
2.5,0.5,2.5,1.5,point,L-RNNN,7.8125,12.27453450054131,368.55107754461363,0.2751309672495143,76.25,1,9.988743601126847,0.3400998815633621,0.3840856820308719,0.2954925295081302
2.5,0.5,3.5,1.5,point,L-RNNN,16.5625,23.34990130514293,430.23580459468326,0.18977674854288093,120.0,1,19.961284458580288,0.4758954338144099,0.5201726151534947,0.4382832522936718
2.5,0.5,4.5,1.5,point,L-RNNN,39.0625,46.1763661658349,506.913881246119,0.1423943588676103,120.0,1,40.39230189973738,0.6268100998850411,0.6588275769912325,0.6239188668433341
2.5,0.5,0.5,2.5,point,L-RNNN,60.0,56.71210522144742,543.74298826889,0.14220354565639742,120.0,0,49.390260169331334,0.7031604045432124,0.7252744958564142,0.7436826871092892
2.5,0.5,1.5,2.5,point,L-RNNN,40.3125,47.16727188043068,509.7116491730866,0.14232497224535112,120.0,1,41.26715380918755,0.6336608095370495,0.664790459469935,0.6330878987675966
2.5,0.5,2.5,2.5,point,L-RNNN,30.3125,38.368119555102574,484.17461271907985,0.1452565570358035,120.0,1,33.42834156720982,0.5751177750420293,0.6130616533928464,0.5568611131377411
2.5,0.5,3.5,2.5,point,L-RNNN,34.0625,41.89350505488247,494.6701021883101,0.14326169164585068,120.0,1,36.58375850025882,0.5980974370040653,0.6335801541803926,0.5862293071771657
2.5,0.5,4.5,2.5,point,L-RNNN,50.3125,53.73986313044331,529.1350756208725,0.14220354565639742,120.0,1,46.95458533737863,0.6834619411795316,0.707308269800755,0.7025087992729137
2.5,0.5,0.5,3.5,point,L-RNNN,60.0,56.71210522144742,543.74298826889,0.14220354565639742,120.0,0,49.390260169331334,0.7031604045432124,0.7252744958564142,0.7436826871092892
2.5,0.5,1.5,3.5,point,L-RNNN,60.0,56.71210522144742,543.74298826889,0.14220354565639742,120.0,0,49.390260169331334,0.7031604045432124,0.7252744958564142,0.7436826871092892
2.5,0.5,2.5,3.5,point,L-RNNN,60.0,56.71210522144742,543.74298826889,0.14220354565639742,120.0,0,49.390260169331334,0.7031604045432124,0.7252744958564142,0.7436826871092892
2.5,0.5,0.5,4.5,point,L-RNNN,60.0,56.71210522144742,543.74298826889,0.14220354565639742,120.0,0,49.390260169331334,0.7031604045432124,0.7252744958564142,0.7436826871092892
2.5,0.5,1.5,4.5,point,L-RNNN,60.0,56.71210522144742,543.74298826889,0.14220354565639742,120.0,0,49.390260169331334,0.7031604045432124,0.7252744958564142,0.7436826871092892
2.5,0.5,2.5,4.5,point,L-RNNN,60.0,56.71210522144742,543.74298826889,0.14220354565639742,120.0,0,49.390260169331334,0.7031604045432124,0.7252744958564142,0.7436826871092892
3.5,0.5,0.5,0.5,point,L-RNNN,60.0,57.53476614255752,547.1872268845389,0.0974361643075215,120.0,0,50.289530858235494,0.7131408265294401,0.7376784025926492,0.7506976307982686
3.5,0.5,1.5,0.5,point,L-RNNN,32.8125,41.47524830063181,491.66213831003114,0.09802595059672496,120.0,1,36.74070114857728,0.5998949956884716,0.6385194991303593,0.5830773062851334
3.5,0.5,2.5,0.5,point,L-RNNN,7.8125,12.538380755934973,368.55107754461363,0.17616396058839853,120.0,1,10.586911049850706,0.4105015814683395,0.4594357322689051,0.36077204929888984
3.5,0.5,3.5,0.5,point,L-RNNN,2.1875,5.3736658893448395,185.32939956102516,0.059490355259505974,120.0,7,2.286474546555985,0.46079592553655024,0.4770704040460191,0.40573806013656377
3.5,0.5,4.5,0.5,point,L-RNNN,7.8125,12.538380755934973,368.55107754461363,0.17616396058839853,120.0,1,10.586911049850706,0.4105015814683395,0.4594357322689051,0.36077204929888984
3.5,0.5,0.5,1.5,point,L-RNNN,60.0,57.53476614255752,547.1872268845389,0.0974361643075215,120.0,0,50.289530858235494,0.7131408265294401,0.7376784025926492,0.7506976307982686
3.5,0.5,1.5,1.5,point,L-RNNN,40.3125,47.9566876244316,510.5980516319287,0.09750555092978073,120.0,1,42.38753433188653,0.6431270989213742,0.6765453609270953,0.639745485445922
3.5,0.5,2.5,1.5,point,L-RNNN,16.5625,23.822963047789973,430.2389265716665,0.10778344435192895,120.0,1,20.93655589846601,0.4897532687445184,0.5381302830884067,0.4477295870358371
3.5,0.5,3.5,1.5,point,L-RNNN,7.8125,12.538380755934973,368.55107754461363,0.17616396058839853,120.0,1,10.586911049850706,0.4105015814683395,0.4594357322689051,0.36077204929888984
3.5,0.5,4.5,1.5,point,L-RNNN,16.5625,23.822963047789973,430.2389265716665,0.10778344435192895,120.0,1,20.93655589846601,0.4897532687445184,0.5381302830884067,0.4477295870358371
3.5,0.5,0.5,2.5,point,L-RNNN,60.0,57.53476614255752,547.1872268845389,0.0974361643075215,120.0,0,50.289530858235494,0.7131408265294401,0.7376784025926492,0.7506976307982686
3.5,0.5,1.5,2.5,point,L-RNNN,60.0,57.53476614255752,547.1872268845389,0.0974361643075215,120.0,0,50.289530858235494,0.7131408265294401,0.7376784025926492,0.7506976307982686
3.5,0.5,2.5,2.5,point,L-RNNN,37.8125,45.92528858241301,504.6941358642224,0.09762697751873439,120.0,1,40.63330823811392,0.6292152096259087,0.664393418977881,0.6212453284043826
3.5,0.5,3.5,2.5,point,L-RNNN,27.1875,35.896606280429715,474.4899149287646,0.10015091590341382,120.0,1,31.792527703972414,0.5643680328870861,0.6066508415993865,0.5381924139358599
3.5,0.5,4.5,2.5,point,L-RNNN,32.1875,40.88451904215038,489.9000736871806,0.09823411046350264,120.0,1,36.2198176410401,0.5960712071674976,0.6351114311882469,0.5781853205701429
3.5,0.5,0.5,3.5,point,L-RNNN,60.0,57.53476614255752,547.1872268845389,0.0974361643075215,120.0,0,50.289530858235494,0.7131408265294401,0.7376784025926492,0.7506976307982686
3.5,0.5,1.5,3.5,point,L-RNNN,60.0,57.53476614255752,547.1872268845389,0.0974361643075215,120.0,0,50.289530858235494,0.7131408265294401,0.7376784025926492,0.7506976307982686
3.5,0.5,2.5,3.5,point,L-RNNN,60.0,57.53476614255752,547.1872268845389,0.0974361643075215,120.0,0,50.289530858235494,0.7131408265294401,0.7376784025926492,0.7506976307982686
3.5,0.5,0.5,4.5,point,L-RNNN,60.0,57.53476614255752,547.1872268845389,0.0974361643075215,120.0,0,50.289530858235494,0.7131408265294401,0.7376784025926492,0.7506976307982686
3.5,0.5,1.5,4.5,point,L-RNNN,60.0,57.53476614255752,547.1872268845389,0.0974361643075215,120.0,0,50.289530858235494,0.7131408265294401,0.7376784025926492,0.7506976307982686
3.5,0.5,2.5,4.5,point,L-RNNN,60.0,57.53476614255752,547.1872268845389,0.0974361643075215,120.0,0,50.289530858235494,0.7131408265294401,0.7376784025926492,0.7506976307982686
4.5,0.5,0.5,0.5,point,L-RNNN,60.0,65.19305944369742,619.6897947052597,0.06879683597002499,120.0,0,57.90991275935811,0.754354558011182,0.7842208578961564,0.7815371264549561
4.5,0.5,1.5,0.5,point,L-RNNN,60.0,65.19305944369742,619.6897947052597,0.06879683597002499,120.0,0,57.90991275935811,0.754354558011182,0.7842208578961564,0.7815371264549561
4.5,0.5,2.5,0.5,point,L-RNNN,32.1875,46.429144816395464,530.0189174555827,0.06912642242575634,120.0,1,42.42295979839061,0.6251709236276116,0.6678227784595715,0.6000204414137499
4.5,0.5,3.5,0.5,point,L-RNNN,7.8125,13.987784663851025,370.7115934846137,0.10081876214265889,120.0,1,12.59431489476695,0.4269262741638006,0.47974380500130065,0.37235845144048496
4.5,0.5,4.5,0.5,point,L-RNNN,1.5625,5.453293513069763,185.36960201004982,0.061732410491257286,120.0,5,2.216104441895094,0.42583257140349595,0.4536290523357188,0.3692696869721298
4.5,0.5,0.5,1.5,point,L-RNNN,60.0,65.19305944369742,619.6897947052597,0.06879683597002499,120.0,0,57.90991275935811,0.754354558011182,0.7842208578961564,0.7815371264549561
4.5,0.5,1.5,1.5,point,L-RNNN,60.0,65.19305944369742,619.6897947052597,0.06879683597002499,120.0,0,57.90991275935811,0.754354558011182,0.7842208578961564,0.7815371264549561
4.5,0.5,2.5,1.5,point,L-RNNN,39.0625,53.378324104915,557.587686055688,0.06891826255897864,120.0,1,48.43239038246239,0.6697264526816731,0.7081412729559504,0.6556930118134052
4.5,0.5,3.5,1.5,point,L-RNNN,16.5625,26.84493015882011,444.51990670857697,0.0771752706078268,120.0,1,24.728364114015147,0.5066019620571379,0.557276937421484,0.46028935727774967
4.5,0.5,4.5,1.5,point,L-RNNN,7.8125,13.987784663851025,370.7115934846137,0.10081876214265889,120.0,1,12.59431489476695,0.4269262741638006,0.47974380500130065,0.37235845144048496
4.5,0.5,0.5,2.5,point,L-RNNN,60.0,65.19305944369742,619.6897947052597,0.06879683597002499,120.0,0,57.90991275935811,0.754354558011182,0.7842208578961564,0.7815371264549561
4.5,0.5,1.5,2.5,point,L-RNNN,60.0,65.19305944369742,619.6897947052597,0.06879683597002499,120.0,0,57.90991275935811,0.754354558011182,0.7842208578961564,0.7815371264549561
4.5,0.5,2.5,2.5,point,L-RNNN,55.3125,64.29738376755887,608.4548600446717,0.06879683597002499,120.0,1,57.258532871988834,0.7545404710676166,0.7821536272689794,0.7711982254846592
4.5,0.5,3.5,2.5,point,L-RNNN,32.1875,46.429144816395464,530.0189174555827,0.06912642242575634,120.0,1,42.42295979839061,0.6251709236276116,0.6678227784595715,0.6000204414137499
4.5,0.5,4.5,2.5,point,L-RNNN,24.6875,37.63821104891826,493.8567643163168,0.07136414099361645,120.0,1,34.58905824564752,0.5712958545353822,0.6181422352012104,0.535242575806419
4.5,0.5,0.5,3.5,point,L-RNNN,60.0,65.19305944369742,619.6897947052597,0.06879683597002499,120.0,0,57.90991275935811,0.754354558011182,0.7842208578961564,0.7815371264549561
4.5,0.5,1.5,3.5,point,L-RNNN,60.0,65.19305944369742,619.6897947052597,0.06879683597002499,120.0,0,57.90991275935811,0.754354558011182,0.7842208578961564,0.7815371264549561
4.5,0.5,2.5,3.5,point,L-RNNN,60.0,65.19305944369742,619.6897947052597,0.06879683597002499,120.0,0,57.90991275935811,0.754354558011182,0.7842208578961564,0.7815371264549561
4.5,0.5,0.5,4.5,point,L-RNNN,60.0,65.19305944369742,619.6897947052597,0.06879683597002499,120.0,0,57.90991275935811,0.754354558011182,0.7842208578961564,0.7815371264549561
4.5,0.5,1.5,4.5,point,L-RNNN,60.0,65.19305944369742,619.6897947052597,0.06879683597002499,120.0,0,57.90991275935811,0.754354558011182,0.7842208578961564,0.7815371264549561
4.5,0.5,2.5,4.5,point,L-RNNN,60.0,65.19305944369742,619.6897947052597,0.06879683597002499,120.0,0,57.90991275935811,0.754354558011182,0.7842208578961564,0.7815371264549561
0.5,1.5,0.5,0.5,point,L-RNNN,7.8125,13.485717054428697,369.33949506156773,0.1874392867055232,120.0,1,11.899871286350825,0.41205807355534185,0.460470832711938,0.3622257996260794
0.5,1.5,1.5,0.5,point,L-RNNN,17.1875,26.81061344715748,438.470857316306,0.15157941298917568,120.0,1,23.882852494368716,0.49591545110014557,0.5420242709338199,0.4552332773910912
0.5,1.5,2.5,0.5,point,L-RNNN,42.1875,54.14820685521214,537.5620642803581,0.13226391201776297,120.0,1,47.35278578518426,0.6673442941310374,0.698911358697733,0.6648597205892627
0.5,1.5,3.5,0.5,point,L-RNNN,60.0,62.78405863258412,582.2008994542196,0.13222921870663334,120.0,0,54.1335270440508,0.7308594048910927,0.7555391896905596,0.7648156099930875
0.5,1.5,4.5,0.5,point,L-RNNN,60.0,62.78405863258412,582.2008994542196,0.13222921870663334,120.0,0,54.1335270440508,0.7308594048910927,0.7555391896905596,0.7648156099930875
0.5,1.5,0.5,1.5,point,L-RNNN,1.5625,5.401162074455858,185.41760223074715,0.06491118512350819,120.0,5,2.221206957229177,0.4251917660047537,0.4528318880479967,0.368819586208728
0.5,1.5,1.5,1.5,point,L-RNNN,7.8125,13.485717054428697,369.33949506156773,0.1874392867055232,120.0,1,11.899871286350825,0.41205807355534185,0.460470832711938,0.3622257996260794
0.5,1.5,2.5,1.5,point,L-RNNN,32.1875,44.84030868452967,505.2607714128162,0.13342613794060507,120.0,1,39.56564018570269,0.6063001139931214,0.6444063199870034,0.5867420532413888
0.5,1.5,3.5,1.5,point,L-RNNN,60.0,62.78405863258412,582.2008994542196,0.13222921870663334,120.0,0,54.1335270440508,0.7308594048910927,0.7555391896905596,0.7648156099930875
0.5,1.5,4.5,1.5,point,L-RNNN,60.0,62.78405863258412,582.2008994542196,0.13222921870663334,120.0,0,54.1335270440508,0.7308594048910927,0.7555391896905596,0.7648156099930875
0.5,1.5,0.5,2.5,point,L-RNNN,7.8125,13.485717054428697,369.33949506156773,0.1874392867055232,120.0,1,11.899871286350825,0.41205807355534185,0.460470832711938,0.3622257996260794
0.5,1.5,1.5,2.5,point,L-RNNN,16.5625,25.965129730916114,434.87193485178426,0.15323601859561478,120.0,1,23.134782698963654,0.4907390226505821,0.5370924161431816,0.4493276385012036
0.5,1.5,2.5,2.5,point,L-RNNN,38.4375,50.94427737791714,526.2020413875293,0.13244605190119346,120.0,1,44.70890864007126,0.6455560681928942,0.6796284645858915,0.6364270071082277
0.5,1.5,3.5,2.5,point,L-RNNN,60.0,62.78405863258412,582.2008994542196,0.13222921870663334,120.0,0,54.1335270440508,0.7308594048910927,0.7555391896905596,0.7648156099930875
0.5,1.5,4.5,2.5,point,L-RNNN,60.0,62.78405863258412,582.2008994542196,0.13222921870663334,120.0,0,54.1335270440508,0.7308594048910927,0.7555391896905596,0.7648156099930875
0.5,1.5,0.5,3.5,point,L-RNNN,28.4375,40.75919069557316,491.18859569520373,0.13544702331390507,120.0,1,36.06872713885475,0.5809091805246805,0.6212830124180201,0.555522256106853
0.5,1.5,1.5,3.5,point,L-RNNN,38.4375,50.94427737791714,526.2020413875293,0.13244605190119346,120.0,1,44.70890864007126,0.6455560681928942,0.6796284645858915,0.6364270071082277
0.5,1.5,2.5,3.5,point,L-RNNN,52.1875,60.66070777129132,564.5002575609308,0.13222921870663334,120.0,1,52.53914874168734,0.7181461459316276,0.7428294447459268,0.7349213749973602
0.5,1.5,0.5,4.5,point,L-RNNN,57.8125,62.59010016609659,577.9457231462354,0.13222921870663334,120.0,1,53.99174356782369,0.7407322912757184,0.7614507364618163,0.7695762327239133
0.5,1.5,1.5,4.5,point,L-RNNN,60.0,62.78405863258412,582.2008994542196,0.13222921870663334,120.0,0,54.1335270440508,0.7308594048910927,0.7555391896905596,0.7648156099930875
0.5,1.5,2.5,4.5,point,L-RNNN,60.0,62.78405863258412,582.2008994542196,0.13222921870663334,120.0,0,54.1335270440508,0.7308594048910927,0.7555391896905596,0.7648156099930875
1.5,1.5,0.5,0.5,point,L-RNNN,17.1875,23.851266646458924,424.74754792169836,0.17123751040799334,120.0,1,19.799096613973507,0.481005468384307,0.5253938038500595,0.4439934849655891
1.5,1.5,1.5,0.5,point,L-RNNN,8.4375,12.920075541360212,372.7805654738778,0.2678366985845129,120.0,1,10.541742333720865,0.40025249049842104,0.4443094911305383,0.3561903032570011
1.5,1.5,2.5,0.5,point,L-RNNN,17.8125,24.5867665416351,427.37106178241345,0.16962427144046627,120.0,1,20.419464791656456,0.48565581441176753,0.5297449831131007,0.4495000951599918
1.5,1.5,3.5,0.5,point,L-RNNN,43.4375,48.685245554365444,494.54198339513675,0.1499184707188454,120.0,1,40.74322646837498,0.6428887682240684,0.6702192605133093,0.650323262108003
1.5,1.5,4.5,0.5,point,L-RNNN,60.0,55.628530007206685,521.0596921850001,0.1499184707188454,120.0,0,46.45585532740383,0.6947762658862444,0.7152854637541749,0.7376173335618234
1.5,1.5,0.5,1.5,point,L-RNNN,7.8125,12.108434658883235,367.2096160215676,0.28767259922286986,120.0,1,9.839666566159826,0.3921426826405816,0.4354293026820243,0.34834394254033263
1.5,1.5,1.5,1.5,point,L-RNNN,1.5625,5.176584203834806,185.35150752096672,0.07422633916180961,120.0,5,2.2020283057276933,0.4230440428348339,0.45021485481853507,0.36728913169660893
1.5,1.5,2.5,1.5,point,L-RNNN,7.8125,12.108434658883235,367.2096160215676,0.28767259922286986,120.0,1,9.839666566159826,0.3921426826405816,0.4354293026820243,0.34834394254033263
1.5,1.5,3.5,1.5,point,L-RNNN,32.8125,40.19458153564271,472.74886704324456,0.15125416319733556,120.0,1,33.60703573299249,0.584642491572361,0.6195890627343672,0.5723464759041975
1.5,1.5,4.5,1.5,point,L-RNNN,60.0,55.628530007206685,521.0596921850001,0.1499184707188454,120.0,0,46.45585532740383,0.6947762658862444,0.7152854637541749,0.7376173335618234
1.5,1.5,0.5,2.5,point,L-RNNN,16.5625,23.10915241884462,422.02824698407505,0.17388287538162644,120.0,1,19.173260229096066,0.47616307020562676,0.5207938179178168,0.4383559348574032
1.5,1.5,1.5,2.5,point,L-RNNN,7.8125,12.108434658883235,367.2096160215676,0.28767259922286986,120.0,1,9.839666566159826,0.3921426826405816,0.4354293026820243,0.34834394254033263
1.5,1.5,2.5,2.5,point,L-RNNN,16.5625,23.10915241884462,422.02824698407505,0.17388287538162644,120.0,1,19.173260229096066,0.47616307020562676,0.5207938179178168,0.4383559348574032
1.5,1.5,3.5,2.5,point,L-RNNN,34.6875,41.859043068565356,476.9845082293448,0.15103733000277544,120.0,1,35.011463941676816,0.595528453360591,0.629151016962877,0.5865848483586696
1.5,1.5,4.5,2.5,point,L-RNNN,60.0,55.628530007206685,521.0596921850001,0.1499184707188454,120.0,0,46.45585532740383,0.6947762658862444,0.7152854637541749,0.7376173335618234
1.5,1.5,0.5,3.5,point,L-RNNN,38.4375,44.981573933164064,484.9043378866485,0.15041285040244243,120.0,1,37.64043469670184,0.6165601963162528,0.647514646820438,0.6144774879624392
1.5,1.5,1.5,3.5,point,L-RNNN,32.1875,39.62496371432833,471.2901947125297,0.1514276297529836,120.0,1,33.126060184280945,0.5809423700680674,0.6163227027405521,0.5675462074299045
1.5,1.5,2.5,3.5,point,L-RNNN,34.6875,41.859043068565356,476.9845082293448,0.15103733000277544,120.0,1,35.011463941676816,0.595528453360591,0.629151016962877,0.5865848483586696
