x_h,y_h,J,E,RMSE,DeltaT_max,CR,t_s,N_sw,U_spatial
1.8951505016722414,3.2638795986622062,0.3402955039291603,1.25,3.8704890271420105,7.096499227195132,0.33953168044077137,60.0,1,2.5114091085982926
1.7951505016722413,3.013879598662207,0.3403015563505436,1.25,3.834737361971111,7.171936885033663,0.3381542699724518,60.0,1,2.4540913127191315
1.9951505016722415,3.2638795986622062,0.34030713504487253,1.25,3.855045333396201,7.122466149551347,0.3388429752066115,60.0,1,2.4879975930587306
1.7451505016722413,3.013879598662207,0.340317852815584,1.25,3.8453753351909263,7.092498009570367,0.3381542699724518,60.0,1,2.4703333961869265
1.8451505016722414,3.2638795986622062,0.34031930305087055,1.25,3.8795005477985596,7.042336122250639,0.33953168044077137,60.0,1,2.524982899277604
1.6951505016722412,3.013879598662207,0.3403228863590835,1.25,3.8569594335530435,7.260735493491119,0.3395316804407713,60.0,1,2.4879183852192885
1.8451505016722414,2.9638795986622073,0.34036800693596736,1.25,3.8163182266711146,7.230271441452416,0.3371212121212121,60.0,1,2.424919996897874
1.7951505016722413,3.4138795986622057,0.34038294236121014,1.25,3.932304783351538,7.3718232420478,0.34331955922865015,60.0,1,2.6044501649904315
1.7951505016722413,3.363879598662206,0.34039470838525215,1.25,3.9170949227421628,7.2600292768322525,0.3419421487603306,60.0,1,2.581743011070834
2.0451505016722415,3.363879598662206,0.3404064187669861,1.25,3.875786123433547,7.39558237079148,0.34056473829201106,60.0,1,2.519992087029085
1.9951505016722415,3.2138795986622064,0.34044700553521334,1.25,3.842680356508737,7.152003896466738,0.337465564738292,60.0,1,2.468729661925267
1.9951505016722415,3.1138795986622068,0.3404496922238942,1.25,3.8203667883527763,7.299207463141041,0.3371212121212121,60.0,1,2.4333802080217626
1.6451505016722412,3.013879598662207,0.3404710034561617,1.25,3.8695167423457155,7.404145525159187,0.3398760330578512,60.0,1,2.5068665049301924
1.9451505016722415,3.4638795986622055,0.3404936193228164,1.25,3.9207622104018736,7.626653311509308,0.34331955922865015,60.0,1,2.587557606433827
1.5951505016722412,3.063879598662207,0.34051774290907755,1.25,3.8926356740618857,7.517824315669966,0.34125344352617076,60.0,1,2.5422548378573118
1.8951505016722414,3.013879598662207,0.34053053139893086,1.25,3.816181188048469,7.309371063169362,0.33643250688705234,60.0,1,2.4255326823473125
1.7951505016722413,3.2638795986622062,0.3405358814429279,1.25,3.8894148678162233,6.961441763976481,0.3381542699724518,60.0,1,2.5398462987706143
1.6951505016722412,3.063879598662207,0.34054308032294067,1.25,3.866442783022002,7.2565375338617315,0.3384986225895317,60.0,1,2.503019291435739
1.6951505016722412,2.9638795986622073,0.34055114014737764,1.25,3.8481734211142586,7.2367394448336135,0.337465564738292,60.0,1,2.4737411580056787
2.0451505016722415,3.313879598662206,0.3405611328082784,1.25,3.861728866302597,7.25708222664975,0.3381542699724518,60.0,1,2.4984714301212176
1.7451505016722413,3.1638795986622066,0.3405695950191452,1.25,3.875940736716934,6.997748622850072,0.337465564738292,60.0,1,2.5186369798649952
1.9451505016722415,3.4138795986622057,0.3405700641330808,1.25,3.9047819740929897,7.539275769339618,0.34159779614325075,60.0,1,2.563678129688453
1.9451505016722415,3.1638795986622066,0.34058619155787917,1.25,3.8383683132987656,7.240021274326146,0.3367768595041322,60.0,1,2.4616463591909867
1.6451505016722412,2.9638795986622073,0.34059549115175225,1.25,3.8606965456309026,7.379868802140862,0.3384986225895316,60.0,1,2.492713153597293
1.7951505016722413,3.063879598662207,0.34062457746261743,1.25,3.8441511731651956,7.167769329206209,0.33643250688705234,60.0,1,2.469231686400281
1.545150501672241,3.063879598662207,0.34064164435214284,1.25,3.9072537012709745,7.609884450115711,0.3415977961432507,60.0,1,2.5639495158172525
1.5951505016722412,3.1638795986622066,0.3406523745832293,1.25,3.9140325520106596,7.423996191812186,0.3409090909090909,60.0,1,2.5753607720170892
1.7451505016722413,3.063879598662207,0.34074444134449705,1.25,3.8548225351299505,7.088357652860974,0.3357438016528925,60.0,1,2.4854540699459093
1.8951505016722414,2.9638795986622073,0.3407595252784601,1.25,3.8075077807255795,7.28527982760426,0.33436639118457295,60.0,1,2.411263348687266
1.5951505016722412,3.013879598662207,0.3407619104844294,1.25,3.883071584183182,7.522111768058519,0.3391873278236915,60.0,1,2.527192645327645
1.5951505016722412,2.9638795986622073,0.3407826520956897,1.25,3.874214723198807,7.497604167887175,0.3384986225895317,60.0,1,2.513063001415998
1.7451505016722413,3.363879598662206,0.34082614602213196,1.25,3.9280593489900566,7.180015475569764,0.3391873278236915,60.0,1,2.597930912288496
1.6451505016722412,3.2138795986622064,0.3408448264965921,1.25,3.912183971870267,7.219336119760698,0.3384986225895317,60.0,1,2.573214389523928
1.7451505016722413,3.1138795986622068,0.3408453772277926,1.25,3.864998885274691,7.056632135503861,0.33539944903581265,60.0,1,2.5015403391397677
1.495150501672241,3.063879598662207,0.3408564726528579,1.25,3.9229103306914386,7.675835324430864,0.34125344352617076,60.0,1,2.5870346003237006
1.7951505016722413,3.313879598662206,0.3408588315841276,1.25,3.9028074732366016,7.123043714457683,0.337465564738292,60.0,1,2.5602169385213416
1.6451505016722412,3.1638795986622066,0.3408776794029974,1.25,3.900336268182496,7.306954259932759,0.3381542699724518,60.0,1,2.555077826202621
1.7951505016722413,2.9638795986622073,0.3408919531605184,1.25,3.8260123941839397,7.148114628211925,0.3336776859504132,60.0,1,2.4398668660346914
2.0451505016722415,3.2638795986622062,0.34090984144033676,1.25,3.8485484565684267,7.093693523145131,0.33436639118457295,60.0,1,2.478089537928145
2.0451505016722415,3.4138795986622057,0.3409103301797195,1.25,3.8907475978606403,7.5086123867152885,0.3384986225895317,60.0,1,2.5426768633863404
1.9951505016722415,3.4138795986622057,0.34092900864487796,1.25,3.8973551708489103,7.53837216443533,0.3388429752066116,60.0,1,2.5525832880252852
1.6951505016722412,3.1638795986622066,0.34093607798767617,1.25,3.8876471409982463,7.164667901184821,0.33643250688705234,60.0,1,2.5361751218353477
2.0451505016722415,3.1138795986622068,0.3409493889891152,1.25,3.813955203799921,7.270015341912259,0.33333333333333326,60.0,1,2.4234465750889838
1.7451505016722413,2.9638795986622073,0.3409598093342996,1.25,3.8366210536607817,7.068831226220997,0.33333333333333326,60.0,1,2.4561323862577162
1.9451505016722415,3.5138795986622053,0.34097234752536776,1.25,3.9376969350913513,7.687891477048108,0.3412534435261708,60.0,1,2.6126393225133655
1.9451505016722415,3.013879598662207,0.3410102615868489,1.25,3.8082004116511032,7.3366839521036304,0.33298898071625344,60.0,1,2.413155872525159
2.0451505016722415,3.2138795986622064,0.34104988360503685,1.25,3.836214666168615,7.123161162332739,0.3329889807162534,60.0,1,2.458815671249229
1.8451505016722414,3.313879598662206,0.34105593941815376,1.25,3.892842045207764,7.205030974936939,0.3360881542699724,60.0,1,2.5453543401489247
1.5951505016722412,3.2138795986622064,0.3410841834030744,1.25,3.925938453046473,7.335544783215063,0.3381542699724518,60.0,1,2.593492645007142
2.0451505016722415,3.1638795986622066,0.3411362314379538,1.25,3.824694981725086,7.210089684769571,0.3323002754820937,60.0,1,2.4406144335299502
1.6951505016722412,3.1138795986622068,0.34116050300129436,1.25,3.8766598535223777,7.224370633656179,0.3347107438016529,60.0,1,2.5190899106682747
1.8951505016722414,2.9138795986622075,0.3411782418364504,1.25,3.7994809514653114,7.232870640407288,0.33092286501377405,60.0,1,2.3978573978487026
1.8951505016722414,3.2138795986622064,0.3412095877622272,1.25,3.85805033965206,7.125973702794994,0.33298898071625344,60.0,1,2.492152835449156
1.8451505016722414,2.9138795986622075,0.3412516242525355,1.25,3.808270070320484,7.178096920852191,0.33057851239669417,60.0,1,2.4115391915630164
1.6951505016722412,3.2138795986622064,0.3413684809406493,1.25,3.8994406274188904,7.078062754631002,0.33367768595041325,60.0,1,2.55431771634596
1.6451505016722412,3.2638795986622062,0.3414303468923368,1.25,3.9248780795374505,7.189634709124668,0.33505509641873277,60.0,1,2.592452864152451
2.0451505016722415,3.4638795986622055,0.34145290391605065,1.25,3.90663726635869,7.5957762569746095,0.3360881542699724,60.0,1,2.566545095275569
1.7451505016722413,3.2138795986622064,0.34146741568434835,1.25,3.8876839370455305,6.912331841542244,0.3316115702479338,60.0,1,2.5367866813075097
1.7951505016722413,2.9138795986622075,0.3415174044200664,1.25,3.8179409048833692,7.096290589803804,0.3288567493112947,60.0,1,2.4265122856801837
1.7451505016722413,3.313879598662206,0.3415487781782236,1.25,3.913711477093336,7.0439239351682446,0.33298898071625344,60.0,1,2.576400164500876
1.9951505016722415,3.063879598662207,0.3415900528324928,1.25,3.810348591916182,7.331571287089982,0.3292011019283746,60.0,1,2.4172170839830427
2.095150501672242,3.313879598662206,0.34161229005016014,1.25,3.8559765746460903,7.199671740749871,0.3305785123966942,60.0,1,2.4897176009354767
2.095150501672242,3.363879598662206,0.3416634586323414,1.25,3.87000124112379,7.337523169281695,0.33161157024793386,60.0,1,2.5112392457775963
2.095150501672242,3.4638795986622055,0.34167564637596265,1.25,3.900779512924859,7.536779374859648,0.33402203856749313,60.0,1,2.557786829711289
2.0451505016722415,3.063879598662207,0.3416766343392965,1.25,3.803960060852085,7.302302350450535,0.3281680440771349,60.0,1,2.4072698569679947
1.6451505016722412,2.9138795986622075,0.34168447105824096,1.25,3.8525426197269526,7.327056096966043,0.33057851239669417,60.0,1,2.4794414112560514
1.545150501672241,3.013879598662207,0.3417119600801981,1.25,3.897644969688954,7.614203433817799,0.33402203856749313,60.0,1,2.5489057405525064
1.6951505016722412,3.313879598662206,0.3417619883852998,1.25,3.9255837566256186,7.211485629847203,0.33298898071625344,60.0,1,2.5939303514320042
1.6951505016722412,2.9138795986622075,0.3417957569769692,1.25,3.8400490809390595,7.184537331634374,0.3285123966942149,60.0,1,2.460441354655444
2.095150501672242,3.4138795986622057,0.3418051431912604,1.25,3.8849275660231437,7.45002376817007,0.33195592286501374,60.0,1,2.5339225554793314
1.9951505016722415,3.013879598662207,0.34183602897713405,1.25,3.80104186897133,7.335794946364636,0.3271349862258953,60.0,1,2.402003216131833
2.095150501672242,3.1138795986622068,0.34184630229991614,1.25,3.8083083541046223,7.212544279080795,0.3267906336088154,60.0,1,2.4146651200531286
1.9951505016722415,3.5138795986622053,0.341847098458961,1.25,3.9301711344664767,7.68697716260327,0.3350550964187328,60.0,1,2.6015288399881116
1.6951505016722412,3.2638795986622062,0.34185052694824436,1.25,3.912075147073312,7.0487047356644155,0.33092286501377405,60.0,1,2.573557486154788
1.495150501672241,3.013879598662207,0.3418748099164933,1.25,3.913254097488067,7.680176896821408,0.33402203856749313,60.0,1,2.572008259677118
1.445150501672241,2.9638795986622073,0.34188988954059685,1.25,3.9209300807536844,7.695079958449522,0.334366391184573,60.0,1,2.582433614373218
1.545150501672241,2.9138795986622075,0.3419420085405281,1.25,3.8805294212458956,7.535808535285476,0.331267217630854,60.0,1,2.521583790348575
1.5951505016722412,2.9138795986622075,0.3419743265641745,1.25,3.8660290725122564,7.444289201883976,0.32988980716253447,60.0,1,2.4998194231874153
2.095150501672242,3.1638795986622066,0.3419815415957037,1.25,3.8190254174013174,7.152899305467095,0.3261019283746556,60.0,1,2.431843341709062
1.9951505016722415,3.4638795986622055,0.3419885773299733,1.25,3.9132875476032933,7.625743410007274,0.33298898071625344,60.0,1,2.576456523041896
1.545150501672241,2.9638795986622073,0.3419905463906814,1.25,3.888748948573586,7.589515596816973,0.33161157024793386,60.0,1,2.534799368689485
2.095150501672242,3.2138795986622064,0.34199862827344957,1.25,3.830519991962095,7.0663779442632055,0.3261019283746556,60.0,1,2.4500526706495367
2.0451505016722415,3.563879598662205,0.342034256480797,1.25,3.9412772685589488,7.691853697085655,0.334366391184573,60.0,1,2.617876127597003
1.7451505016722413,2.9138795986622075,0.3420502109158212,1.25,3.8285241822387452,7.017345411989684,0.3254132231404958,60.0,1,2.4428048863039975
2.095150501672242,3.2638795986622062,0.3420651038649053,1.25,3.8428262220913147,7.037048327441177,0.3261019283746556,60.0,1,2.469332307358975
1.8451505016722414,2.8638795986622076,0.34211838256192634,1.25,3.8008378521321884,7.0979341793713004,0.32403581267217624,60.0,1,2.398979594383036
1.495150501672241,2.8638795986622076,0.34214090440706607,1.25,3.88845228673026,7.518423021501533,0.3302341597796143,60.0,1,2.5323981811907723
2.445150501672242,3.2138795986622064,0.342150933415609,1.25,3.810072014067167,7.053158291606412,0.32403581267217635,60.0,1,2.4183294962571154
1.7451505016722413,3.2638795986622062,0.3421559811613536,1.25,3.90026319972012,6.883376662947384,0.32747933884297514,60.0,1,2.5560291350926243
1.9451505016722415,2.9138795986622075,0.3421746728170447,1.25,3.791541898369726,7.260013784881043,0.32403581267217624,60.0,1,2.3854357142823366
2.1451505016722416,3.4638795986622055,0.34219189947877393,1.25,3.8956839616451755,7.449001893798208,0.3298898071625344,60.0,1,2.5501461489759865
2.2451505016722417,3.5138795986622053,0.34220517221806207,1.25,3.904376231801674,7.2483145601989065,0.3292011019283746,60.0,1,2.5631300591249393
2.095150501672242,3.063879598662207,0.3422120093649239,1.25,3.7983335928334614,7.244680059715549,0.32403581267217624,60.0,1,2.3984758168695035
2.1451505016722416,3.5138795986622053,0.34225550621694156,1.25,3.912446494681979,7.50937846548014,0.33057851239669417,60.0,1,2.5751988489922275
2.445150501672242,3.2638795986622062,0.3423200195842173,1.25,3.8222785103678985,7.0238608076538185,0.32334710743801653,60.0,1,2.4376344385470015
1.9451505016722415,2.9638795986622073,0.3423240868274945,1.25,3.7995493585863476,7.312539261228913,0.3236914600550964,60.0,1,2.3988655242799592
2.345150501672242,3.4638795986622055,0.3423676946486208,1.25,3.8824007767801256,7.398720188909927,0.32782369146005513,60.0,1,2.530127200621121
2.345150501672242,3.5138795986622053,0.34237879926499604,1.25,3.899071344300048,7.458852898715584,0.32885674931129477,60.0,1,2.5551676618311894
1.545150501672241,2.8638795986622076,0.342392699822184,1.25,3.8729514658313087,7.453291144809846,0.3274793388429752,60.0,1,2.509213097493769
1.8951505016722414,2.8638795986622076,0.34240642695879775,1.25,3.792066887911059,7.152347349035132,0.3219696969696969,60.0,1,2.3852696233390542
2.445150501672242,3.1138795986622068,0.3424129581196625,1.25,3.7880335260740465,7.199164489870576,0.32196969696969696,60.0,1,2.3828658937423928
1.7951505016722413,2.8638795986622076,0.34243608221645816,1.25,3.8104888297235116,7.016666341308309,0.321969696969697,60.0,1,2.4139822043529118
2.1951505016722415,3.5138795986622053,0.34244494270861614,1.25,3.9080547734855937,7.392726662739278,0.32851239669421495,60.0,1,2.568637695114297
2.095150501672242,3.563879598662205,0.3424626680057198,1.25,3.93533636885486,7.632406801466757,0.33092286501377405,60.0,1,2.609102358239226
1.495150501672241,2.9638795986622073,0.34246291468760026,1.25,3.904316416262936,7.655359940125507,0.3295454545454545,60.0,1,2.5579244561144328
2.095150501672242,3.5138795986622053,0.3425146240551421,1.25,3.9175771791447893,7.5975816596567824,0.3295454545454545,60.0,1,2.582844827589198
1.495150501672241,2.9138795986622075,0.3425172088215407,1.25,3.896060857748246,7.601371985642221,0.32851239669421484,60.0,1,2.5447364438506126
2.295150501672242,3.5138795986622053,0.34252139221864697,1.25,3.9013881640138597,7.352782689389052,0.3274793388429752,60.0,1,2.5586480129166365
1.9451505016722415,2.8638795986622076,0.3425247417730088,1.25,3.7841443268396198,7.179311822827614,0.3209366391184573,60.0,1,2.3728213054978493
2.445150501672242,3.1638795986622066,0.3425476536238453,1.25,3.7986683359129976,7.139584861950297,0.32128099173553715,60.0,1,2.4000863224334026
2.0451505016722415,3.5138795986622053,0.3425506546035858,1.25,3.9234752263830557,7.65686467149623,0.32988980716253447,60.0,1,2.591609572404988
2.1951505016722415,3.4638795986622055,0.34258859354311494,1.25,3.89132237587977,7.332913111510319,0.32644628099173556,60.0,1,2.543589270350148
1.445150501672241,2.8638795986622076,0.3426001004665863,1.25,3.904995342119337,7.557713250634038,0.3281680440771349,60.0,1,2.556966191235676
1.6951505016722412,2.8638795986622076,0.3426103624176331,1.25,3.8325520462558735,7.104332195928187,0.32231404958677684,60.0,1,2.4479734162631344
2.095150501672242,3.013879598662207,0.3426648529962226,1.25,3.789065474975922,7.248873958067634,0.3205922865013774,60.0,1,2.383231159304466
2.1451505016722416,3.563879598662205,0.3426679710252726,1.25,3.930168325034229,7.543959775670029,0.3288567493112947,60.0,1,2.6014488492510255
2.1451505016722416,3.4138795986622057,0.34268366625528246,1.25,3.8798649093304105,7.362853714933234,0.3254132231404958,60.0,1,2.5262849605146656
2.445150501672242,3.363879598662206,0.34269128208840993,1.25,3.849226934034785,7.3240064560064795,0.3236914600550964,60.0,1,2.479565697269159
2.445150501672242,3.313879598662206,0.34269273182533344,1.25,3.8353201287258285,7.186306054403516,0.3223140495867769,60.0,1,2.458036327709658
2.2451505016722417,3.4638795986622055,0.3427111063037148,1.25,3.887669121494459,7.189198014635323,0.32472451790633605,60.0,1,2.5380850249032485
1.445150501672241,2.9138795986622075,0.34271857260230504,1.25,3.912636344597329,7.640922557774939,0.32816804407713496,60.0,1,2.5692724664694846
2.2451505016722417,3.563879598662205,0.34271996829170914,1.25,3.9220391371200165,7.282174177307656,0.3267906336088154,60.0,1,2.5893688448566783
2.1451505016722416,3.063879598662207,0.3427312750894911,1.25,3.7934398086274945,7.158947740440603,0.31990358126721763,60.0,1,2.390800635538901
2.1951505016722415,3.013879598662207,0.3427578348788379,1.25,3.7800126445644366,7.049689455461181,0.3185261707988981,60.0,1,2.368941808723572
2.295150501672242,3.4638795986622055,0.3427688264983709,1.25,3.8847016258997047,7.293161927927937,0.32472451790633605,60.0,1,2.533605601325308
2.3951505016722416,3.4638795986622055,0.34277583812874574,1.25,3.880751255750856,7.475544902879857,0.32541322314049587,60.0,1,2.5276305899504234
1.395150501672241,2.8638795986622076,0.34278903789391124,1.25,3.9225890111404262,7.571285838927739,0.3278236914600551,60.0,1,2.5829048456357095
2.345150501672242,3.563879598662205,0.3427904522603351,1.25,3.916695404268344,7.493294534476277,0.3271349862258953,60.0,1,2.581399515351705
2.345150501672242,3.4138795986622057,0.34280869485020493,1.25,3.866667849761121,7.312919963828179,0.3236914600550964,60.0,1,2.5062723953815467
2.1451505016722416,3.1638795986622066,0.3428109423991724,1.25,3.8140940206172393,7.067809598076504,0.31990358126721763,60.0,1,2.4241890804992434
2.1451505016722416,3.013879598662207,0.3428226402400474,1.25,3.7841875056227194,7.163112274805151,0.31887052341597794,60.0,1,2.375542634735469
2.1951505016722415,2.9638795986622073,0.3428846478202942,1.25,3.7714415116364437,7.026106454699562,0.3171487603305785,60.0,1,2.3545677371476885
1.5951505016722412,2.8638795986622076,0.3428905601848272,1.25,3.858479909261489,7.362374240565522,0.3230027548209366,60.0,1,2.4874161274966085
2.1451505016722416,3.2638795986622062,0.3428947904639331,1.25,3.8378488691174546,6.952769761949604,0.31990358126721763,60.0,1,2.461690986700863
2.3951505016722416,3.063879598662207,0.3429058101873564,1.25,3.7791016697224515,7.184872313595225,0.3181818181818182,60.0,1,2.368164509364845
2.3951505016722416,3.4138795986622057,0.34290659377726124,1.25,3.865029063550576,7.389213044077042,0.32334710743801653,60.0,1,2.5037764005963568
1.6451505016722412,2.8638795986622076,0.34291140402879594,1.25,3.845020426705299,7.245912826589414,0.321625344352617,60.0,1,2.4670056110703684
1.9951505016722415,2.9638795986622073,0.34294338936405555,1.25,3.7924109648542976,7.311651995403896,0.3192148760330578,60.0,1,2.3876930668918916
2.3951505016722416,3.1138795986622068,0.34295293871771904,1.25,3.7890061664658345,7.15289349652344,0.31818181818181823,60.0,1,2.384401582900328
2.1451505016722416,3.363879598662206,0.34295602559714716,1.25,3.8649692399473383,7.251140799938227,0.3223140495867769,60.0,1,2.503602550986634
2.1951505016722415,3.063879598662207,0.3429763186557881,1.25,3.7892513681284195,7.045563755994991,0.31749311294765836,60.0,1,2.3842116222123226
2.445150501672242,3.063879598662207,0.34298578271369295,1.25,3.778132596123445,7.231265063265859,0.3178374655647383,60.0,1,2.366626202081976
2.1451505016722416,2.9638795986622073,0.3430008509555083,1.25,3.775604433416117,7.139307289033468,0.31714876033057854,60.0,1,2.361181985573068
2.295150501672242,3.4138795986622057,0.34300366319796893,1.25,3.8689537403684144,7.208092175218617,0.32196969696969696,60.0,1,2.509749869782903
2.1951505016722415,3.4138795986622057,0.3430295225223765,1.25,3.8755315420621295,7.247568277143646,0.32231404958677684,60.0,1,2.5197304491450176
2.3951505016722416,3.013879598662207,0.3430491717068538,1.25,3.7698960302237796,7.1890457273281285,0.3168044077134986,60.0,1,2.3528644737304583
2.2451505016722417,3.4138795986622057,0.3430496573681766,1.25,3.8719019688062106,7.104847701273368,0.3212809917355372,60.0,1,2.5142279852684193
2.1451505016722416,3.313879598662206,0.3431124083707426,1.25,3.850973000843488,7.1142545516010465,0.31990358126721763,60.0,1,2.482079652326792
2.1451505016722416,3.613879598662205,0.34311957583933694,1.25,3.9488606286206713,7.552901700730089,0.3267906336088154,60.0,1,2.628894710679332
2.445150501672242,3.4138795986622057,0.34314187323731876,1.25,3.8640261848534725,7.436383801765551,0.3219696969696971,60.0,1,2.502247713465057
1.9951505016722415,2.8638795986622076,0.34314428493298327,1.25,3.7770382668134292,7.178434157634165,0.3164600550964188,60.0,1,2.361601557864866
2.3951505016722416,3.5138795986622053,0.343148713898764,1.25,3.8974103627540466,7.536050205837121,0.3240358126721763,60.0,1,2.552669698412538
2.0451505016722415,3.013879598662207,0.3431624201165172,1.25,3.794673826306337,7.306515984886278,0.3178374655647383,60.0,1,2.392039955862119
1.7451505016722413,2.8638795986622076,0.34317573999868056,1.25,3.821050511884102,6.938240822840097,0.3171487603305785,60.0,1,2.430305437189008
2.1951505016722415,3.1138795986622068,0.34317895259743003,1.25,3.7991930668860143,7.013950549884516,0.3164600550964188,60.0,1,2.4004225265614507
2.1451505016722416,3.2138795986622064,0.343189902323109,1.25,3.8255666846347482,6.981894024604642,0.3174931129476584,60.0,1,2.442405898687506
2.3951505016722416,3.563879598662205,0.34319887118275205,1.25,3.9150222412154236,7.570705248205563,0.32472451790633616,60.0,1,2.5788994559324427
2.3951505016722416,3.363879598662206,0.3432310762290349,1.25,3.850223683547817,7.277261941559651,0.3199035812672177,60.0,1,2.4810944745592236
2.0451505016722415,2.8638795986622076,0.34323162942383856,1.25,3.770717132294428,7.149528691377753,0.3154269972451791,60.0,1,2.3515761296576727
2.345150501672242,3.013879598662207,0.34326169271847823,1.25,3.7714744425093882,7.11398528236494,0.31508264462809926,60.0,1,2.3553807764313603
2.345150501672242,3.613879598662205,0.34329293557841345,1.25,3.9352842001523944,7.502200342967246,0.32472451790633605,60.0,1,2.6088212881957773
2.345150501672242,3.063879598662207,0.3433249997024549,1.25,3.780685261066138,7.109837568616992,0.31508264462809915,60.0,1,2.37067594148612
2.3951505016722416,2.9638795986622073,0.3433309456723115,1.25,3.7613539922992674,7.165189986005206,0.31439393939393945,60.0,1,2.3384562183435333
2.345150501672242,3.363879598662206,0.34334024139593367,1.25,3.851852461433961,7.201658258968081,0.318870523415978,60.0,1,2.4835905819046595
