x_h,x_s,source,bc,E,RMSE,DeltaT_max,CR,t_s,N_sw,J_Balanced,J_Comfort,J_Energy
0.8928571428571429,4.107142857142858,point,NR,32.45,17.9154323669582,66.1745939231742,0.13885897435897435,60.0,1,0.6170797090950257,0.6722649337323041,0.567789912450568
0.8928571428571429,4.428571428571429,point,NR,34.75,19.52453706493571,69.37542965896193,0.1045,60.0,1,0.6472933233387708,0.7043219485506338,0.5959143295303255
0.8928571428571429,4.75,point,NR,38.65,22.251015060949385,74.60793644020715,0.06659615384615385,60.0,1,0.6951609251783334,0.7542005189606188,0.6413581344724683
1.2142857142857144,0.25,point,NR,13.950000000000017,3.0418822720645764,14.600352147513028,0.5804358974358974,60.0,9,0.2938428273477939,0.31238095026119583,0.2862718354349824
1.2142857142857144,0.5714285714285714,point,NR,14.049999999999992,3.1872530452247445,11.15909747060958,0.5158461538461538,60.0,19,0.302718208676333,0.32181353548360947,0.29353274371541244
1.2142857142857144,0.8928571428571429,point,NR,13.100000000000012,3.31030025826524,8.157149135019683,0.48291025641025637,60.0,32,0.3060805730801454,0.3247687368522987,0.2946813537959602
1.2142857142857144,1.2142857142857144,point,NR,12.450000000000077,3.487586501720532,1.988171401874986,0.45070512820512826,60.0,241,0.35850160799995395,0.3573860644803696,0.3469662236638959
1.2142857142857144,1.5357142857142858,point,NR,14.150000000000016,3.0590797803123113,8.456512189464128,0.5449294871794872,60.0,35,0.29755923305390886,0.312356753193477,0.2916158905878919
1.2142857142857144,1.8571428571428572,point,NR,15.349999999999982,2.932525025785666,11.406718733526716,0.588801282051282,60.0,21,0.29265338975393473,0.3072159831334569,0.2899812588908783
1.2142857142857144,2.178571428571429,point,NR,15.750000000000004,3.0425222696828853,17.46470682068167,0.6700320512820513,60.0,9,0.2881236041626516,0.30245875787481247,0.2870487726744395
1.2142857142857144,2.5,point,NR,17.35000000000001,3.434868418620145,20.511194544125892,0.6785,60.0,7,0.29779188911266036,0.3123780375782751,0.2979103210744024
1.2142857142857144,2.8214285714285716,point,NR,21.75,4.965428581132686,26.85786499042534,0.6631089743589743,60.0,5,0.33255350042982607,0.34843976207023775,0.33413752692166954
1.2142857142857144,3.1428571428571432,point,NR,23.450000000000017,7.30927355146734,34.16638776634427,0.5810641025641026,60.0,3,0.38161549530533356,0.4043336061088971,0.37408565305965635
1.2142857142857144,3.4642857142857144,point,NR,27.250000000000004,8.8477945418978,37.85097398412118,0.4906794871794872,60.0,3,0.4231256101484552,0.4497728859842266,0.4134722382584278
1.2142857142857144,3.785714285714286,point,NR,35.650000000000006,11.755701940410207,45.560138051425895,0.38203846153846155,60.0,3,0.49569334134245935,0.526251691106192,0.48709392480879476
1.2142857142857144,4.107142857142858,point,NR,28.65,14.612448305250267,52.512721813286404,0.2462884615384615,60.0,1,0.5407097148168432,0.5861531416774864,0.5028404768015186
1.2142857142857144,4.428571428571429,point,NR,30.85,16.116724865658284,55.392344743277036,0.1784358974358974,60.0,1,0.5742420189734327,0.6231075639699789,0.5327844072255202
1.2142857142857144,4.75,point,NR,34.650000000000006,18.724504291224346,60.21834337830066,0.10946153846153844,60.0,1,0.6248006767152752,0.6770923478675085,0.5796110422938767
1.5357142857142858,0.25,point,NR,14.999999999999988,2.9559975076896627,19.298990303598416,0.6687692307692308,60.0,6,0.2879526060947646,0.30401015952199195,0.28463951765872886
1.5357142857142858,0.5714285714285714,point,NR,15.650000000000004,2.831380101234758,16.644169998829902,0.6277692307692307,60.0,9,0.29096320961272537,0.3070672944080518,0.28840893303972814
1.5357142857142858,0.8928571428571429,point,NR,15.449999999999989,2.833776147441052,14.293070770598163,0.5945448717948717,60.0,13,0.29315863644494455,0.3095234507429896,0.2897248928668656
1.5357142857142858,1.2142857142857144,point,NR,14.150000000000015,2.9700361544464733,8.455471885912814,0.5496153846153846,60.0,35,0.29597559656955963,0.3105383046315007,0.29044290623146335
1.5357142857142858,1.5357142857142858,point,NR,13.249999999999979,3.12994802510776,1.9874914283338398,0.5208974358974359,60.0,257,0.3502789254959147,0.34370728391758465,0.34448938251802697
1.5357142857142858,1.8571428571428572,point,NR,14.050000000000002,2.9053653650257503,5.073766112327576,0.5623397435897436,60.0,85,0.30165835217219,0.3094789702732492,0.2983796612046389
1.5357142857142858,2.178571428571429,point,NR,15.350000000000007,2.631441104714636,11.388764492440568,0.6559038461538461,60.0,21,0.27958837949585136,0.29078691839272586,0.2808748724774708
1.5357142857142858,2.5,point,NR,16.65,2.6822364651444772,14.293070770598163,0.6931217948717948,60.0,15,0.27970887796651844,0.29020049454143226,0.2837976905541558
1.5357142857142858,2.8214285714285716,point,NR,18.800000000000004,3.2194501292581315,19.968012832184733,0.7520384615384615,60.0,8,0.2868657279914099,0.29649097859237683,0.2941290022864357
1.5357142857142858,3.1428571428571432,point,NR,22.04999999999999,4.883465931648453,25.95252868082744,0.6945705128205127,60.0,5,0.3262482861842043,0.3399201618994616,0.33059096457974624
1.5357142857142858,3.4642857142857144,point,NR,26.55,5.79036737889634,29.187054571794704,0.6684487179487181,60.0,5,0.35254964878491035,0.3662676487884784,0.3607914252126732
1.5357142857142858,3.785714285714286,point,NR,27.950000000000006,8.89896393609426,35.79113879560789,0.4517115384615385,60.0,3,0.42774221810025537,0.4548676628015309,0.41840191800419535
1.5357142857142858,4.107142857142858,point,NR,35.75,11.852681887961083,41.880146105231915,0.32858333333333334,60.0,3,0.4993716523919107,0.5307094487727718,0.48992874656300844
1.5357142857142858,4.428571428571429,point,NR,39.35,13.079676828975717,44.521516978534436,0.2777179487179487,60.0,3,0.5299395625430025,0.5628393786603597,0.5211005230034327
1.5357142857142858,4.75,point,NR,45.05,15.147927260867467,48.856732251384514,0.18858974358974356,60.0,3,0.581094969526723,0.6169736398358345,0.5724585459194435
1.8571428571428572,0.25,point,NR,17.95,3.2031584633597596,21.47680800394177,0.7069679487179488,60.0,5,0.29328268044683126,0.30672262780713133,0.2959492373101609
1.8571428571428572,0.5714285714285714,point,NR,16.84999999999999,2.8267701881352805,19.078492635010853,0.6774294871794871,60.0,7,0.28885531247689655,0.3031013670853485,0.2898773395011357
1.8571428571428572,0.8928571428571429,point,NR,15.750000000000007,2.6992389787745106,16.992317282264878,0.6455,60.0,9,0.28770932513812286,0.30303622436323163,0.28632065124963735
1.8571428571428572,1.2142857142857144,point,NR,14.149999999999977,2.7285239116182396,11.388454111594694,0.5981346153846154,60.0,19,0.28637882410335413,0.30141002179649234,0.28229083926418885
1.8571428571428572,1.5357142857142858,point,NR,14.049999999999997,2.873221997615935,5.073766112327576,0.5641730769230768,60.0,85,0.301065974522359,0.30879492595675156,0.2979424257514407
1.8571428571428572,1.8571428571428572,point,NR,13.750000000000012,2.9511944035209017,1.9868545558127941,0.5546089743589743,60.0,267,0.34710528586230094,0.3376314103450634,0.3443106554078642
1.8571428571428572,2.178571428571429,point,NR,15.650000000000022,2.545641693316721,8.455469991513617,0.6381858974358975,60.0,39,0.2824448927178663,0.29126398482510696,0.2850468762400088
1.8571428571428572,2.5,point,NR,16.549999999999983,2.495944259417614,11.388454111594694,0.6890833333333333,60.0,23,0.2761061774654874,0.28470123612261944,0.28161382832985504
1.8571428571428572,2.8214285714285716,point,NR,18.15,2.8239230140231486,17.173198524867814,0.7560961538461538,60.0,11,0.2777483040805408,0.285926154088163,0.28614219820939457
1.8571428571428572,3.1428571428571432,point,NR,22.349999999999998,3.9734303676137572,22.97922969158806,0.7391666666666665,60.0,7,0.30725086507461535,0.3168439656221975,0.3176722990863865
1.8571428571428572,3.4642857142857144,point,NR,22.250000000000007,4.893322333663014,25.952461705993322,0.7103525641025641,60.0,5,0.32436060806237893,0.3371158781898367,0.32985536744041416
1.8571428571428572,3.785714285714286,point,NR,24.150000000000002,7.216955601963513,32.036442346198534,0.555301282051282,60.0,3,0.38272999686926845,0.4052311635512127,0.3764916928899809
1.8571428571428572,4.107142857142858,point,NR,31.749999999999993,10.341827766348892,37.780825534991415,0.3567179487179487,60.0,3,0.46647122772336924,0.4969136360711748,0.45580849958123193
1.8571428571428572,4.428571428571429,point,NR,35.150000000000006,11.680441978758276,40.19922111151356,0.29623076923076924,60.0,3,0.49886953724364314,0.5313716685730592,0.4878376110959476
1.8571428571428572,4.75,point,NR,40.65,13.954503054965647,44.245732658915244,0.19474999999999998,60.0,3,0.5530969528810907,0.5891795020250901,0.5410047123628003
2.178571428571429,0.25,point,NR,18.55,3.9401826732805816,25.844060909450164,0.7488397435897436,60.0,3,0.3014015571487606,0.31471629801772927,0.3036822239945328
2.178571428571429,0.5714285714285714,point,NR,20.549999999999997,3.3551111879164446,23.704611105620103,0.7460064102564102,60.0,5,0.29722136205338967,0.30815987273228906,0.30540349786707566
2.178571428571429,0.8928571428571429,point,NR,17.549999999999997,2.912114493997611,21.9960432015344,0.7571923076923077,60.0,5,0.28288493572449847,0.2943267518106342,0.28761448779594373
2.178571428571429,1.2142857142857144,point,NR,15.750000000000009,2.4218547488895674,17.160219567712474,0.6921858974358975,60.0,9,0.2782180270943908,0.2912941071228319,0.27962794049331874
2.178571428571429,1.5357142857142858,point,NR,15.35000000000001,2.384422842504299,11.388236847577133,0.6576089743589743,60.0,21,0.27689281076103844,0.2880058309194155,0.2787526249850194
2.178571428571429,1.8571428571428572,point,NR,14.950000000000005,2.421400452006077,8.455465601045699,0.646,60.0,37,0.27816900404146094,0.2872230660921304,0.2800686097482551
2.178571428571429,2.178571428571429,point,NR,14.650000000000016,2.596247964694664,1.986041392402047,0.592153846153846,60.0,285,0.3445359050013731,0.3309949689258808,0.34604069878052124
2.178571428571429,2.5,point,NR,15.549999999999999,2.37017327395283,5.073766112327576,0.6572692307692307,60.0,95,0.2876956086608227,0.2889160633901343,0.29308833838045073
2.178571428571429,2.8214285714285716,point,NR,17.849999999999973,2.234723321327404,11.388236847577133,0.7442307692307693,60.0,25,0.2682787502198427,0.27310824263308986,0.2795453899731761
2.178571428571429,3.1428571428571432,point,NR,20.75,2.7585299457754693,17.338492165464544,0.8186474358974358,60.0,13,0.27347638791432505,0.2767722129084093,0.2900161225236738
2.178571428571429,3.4642857142857144,point,NR,21.049999999999986,3.3434487937173483,20.174137979975455,0.8500128205128206,60.0,9,0.27827275363652126,0.2815779641314855,0.2943895023001334
2.178571428571429,3.785714285714286,point,NR,22.449999999999992,4.943398380247433,25.97333908128617,0.7227435897435899,60.0,5,0.32340994369357146,0.335428572379896,0.3297973956448297
2.178571428571429,4.107142857142858,point,NR,31.65,7.17724139454941,31.286785352105206,0.530051282051282,60.0,5,0.3998861931286021,0.4183175062642819,0.4071768650714932
2.178571428571429,4.428571428571429,point,NR,27.149999999999995,8.402801601204462,33.52741440938323,0.40740384615384617,60.0,3,0.4245833650799321,0.45330862154763707,0.41360329838933185
2.178571428571429,4.75,point,NR,32.25000000000001,10.77391712286042,37.07655762982374,0.24051923076923076,60.0,3,0.48807300975285994,0.5236565400845103,0.4720532342188072
2.5,0.25,point,NR,21.450000000000014,4.6693665341460395,27.90141518528017,0.7085705128205129,60.0,3,0.3232552543767948,0.3377579968568317,0.32660457641615315
2.5,0.5714285714285714,point,NR,18.249999999999993,3.7714223952272983,25.917519087482844,0.7602948717948718,60.0,3,0.29755292966497604,0.31052263978191297,0.3001294796238055
2.5,0.8928571428571429,point,NR,21.150000000000013,3.349057441175205,24.21400834764414,0.7730897435897435,60.0,5,0.2950060843263742,0.30446127526491007,0.30544831295063357
2.5,1.2142857142857144,point,NR,17.550000000000004,2.487039912394609,19.84428506701952,0.7471538461538461,60.0,7,0.2775228399116373,0.2882172601668891,0.28365967612073734
2.5,1.5357142857142858,point,NR,16.550000000000004,2.2361620138041935,14.284284616310728,0.7020320512820513,60.0,15,0.2737635739047339,0.28386904432569254,0.27899195420480605
2.5,1.8571428571428572,point,NR,16.54999999999999,2.2187625000268976,11.38788363187458,0.6892115384615385,60.0,23,0.2733492545255385,0.2819376193018912,0.2794109675302078
2.5,2.178571428571429,point,NR,15.399999999999965,2.3350420509918144,5.073766112327576,0.6575448717948718,60.0,94,0.2867512766216045,0.2881433182009113,0.2919403573454573
2.5,2.5,point,NR,15.149999999999967,2.42313906535298,1.9852677620034989,0.6245961538461539,60.0,295,0.3416081809489582,0.32522840448135376,0.34603334671659924
2.5,2.8214285714285716,point,NR,17.050000000000015,2.0643580527889074,8.455449678068664,0.7361025641025641,60.0,43,0.26675932051917617,0.2694312146850152,0.27788443280413316
2.5,3.1428571428571432,point,NR,18.550000000000008,2.3266928888034206,14.489056111169724,0.8195448717948718,60.0,17,0.2616986449401568,0.2645760497356165,0.2763461751561558
2.5,3.4642857142857144,point,NR,20.850000000000012,2.7854647914508437,17.33222226378362,0.8521538461538462,60.0,13,0.26889822904976957,0.2704518814724015,0.28725441602211454
2.5,3.785714285714286,point,NR,22.65,4.1993667661546965,23.255441050802972,0.8414551282051282,60.0,7,0.2951240342204333,0.2995488306033294,0.3106500107534278
2.5,4.107142857142858,point,NR,26.750000000000007,6.295983098242043,28.500128086636643,0.5618846153846154,60.0,5,0.37288447522058316,0.3914616926300504,0.37552350252186006
2.5,4.428571428571429,point,NR,30.95000000000001,7.433396948147693,30.812996887728197,0.4728525641025641,60.0,5,0.40895014348088043,0.430451984002146,0.41177215346855267
2.5,4.75,point,NR,30.299999999999976,9.133974325306578,34.20012023843415,0.31260897435897433,60.0,4,0.45331764794075,0.4850196811463474,0.44184244149157403
2.8214285714285716,0.25,point,NR,27.650000000000013,6.238869555743172,32.06820968108215,0.549775641025641,60.0,3,0.38064094449481933,0.4012034667324367,0.38273421342079744
2.8214285714285716,0.5714285714285714,point,NR,24.45000000000001,5.405807167299083,30.282633399598048,0.6531666666666667,60.0,3,0.3481250450684666,0.36466979991350157,0.35180215086861566
2.8214285714285716,0.8928571428571429,point,NR,21.95,4.681353049655876,28.7802133372152,0.7179166666666668,60.0,3,0.32423843833222055,0.33839210929049135,0.32855050999672086
2.8214285714285716,1.2142857142857144,point,NR,21.55000000000001,3.2746983126076783,24.68419669433635,0.804423076923077,60.0,5,0.29103798250005,0.2989053300086911,0.3037247751075486
2.8214285714285716,1.5357142857142858,point,NR,17.35000000000001,2.2476032016083303,19.805752552825865,0.7908333333333333,60.0,7,0.2681668825497168,0.2767856410316484,0.2765972718175208
2.8214285714285716,1.8571428571428572,point,NR,18.150000000000013,2.0521789376449604,17.131238905666336,0.7747179487179487,60.0,11,0.2672723939715813,0.27449829324773867,0.278142250414813
2.8214285714285716,2.178571428571429,point,NR,16.649999999999963,1.8904344481077386,11.38516059957972,0.7539871794871795,60.0,23,0.2605782012389313,0.26586269529599826,0.27071962475014033
2.8214285714285716,2.5,point,NR,17.050000000000026,1.9110435597058526,8.455179410090814,0.7350128205128205,60.0,43,0.26540858007434887,0.2681348270510341,0.2767820993239329
2.8214285714285716,2.8214285714285716,point,NR,16.14999999999997,2.097846629564817,1.9841998669736185,0.6861346153846154,60.0,315,0.33646198405056105,0.3145720728164502,0.34651902514681465
2.8214285714285716,3.1428571428571432,point,NR,18.450000000000024,1.7928347218908904,8.455179410090814,0.796076923076923,60.0,47,0.2588358560698575,0.2572575434094679,0.2761728791216855
2.8214285714285716,3.4642857142857144,point,NR,19.04999999999997,1.9371728806294144,11.38516059957972,0.841474358974359,60.0,27,0.25358272034811585,0.25260415229225375,0.2725951156442169
2.8214285714285716,3.785714285714286,point,NR,21.450000000000003,2.8820411770496435,17.48370760349256,0.9162179487179487,60.0,13,0.26161535959882654,0.25965871140738417,0.2840559500760147
2.8214285714285716,4.107142857142858,point,NR,26.950000000000017,4.580261726010756,23.198012828541543,0.8324230769230769,60.0,9,0.30891447062975635,0.3108421857701591,0.3314870161652906
2.8214285714285716,4.428571428571429,point,NR,27.450000000000014,5.627458261562397,25.594086554611884,0.6510641025641025,60.0,7,0.3504493194125239,0.36249709380394624,0.3616507226558886
2.8214285714285716,4.75,point,NR,28.150000000000006,7.33572692879397,29.01476184310441,0.3875769230769231,60.0,5,0.4127413097042283,0.4393974831800238,0.40703270954330284
3.1428571428571432,0.25,point,NR,22.899999999999995,7.558958622362364,36.79690910744297,0.5090576923076923,60.0,2,0.39748431046924504,0.42555086166916156,0.38350164212260707
3.1428571428571432,0.5714285714285714,point,NR,31.450000000000003,7.086260210034614,35.16611244453723,0.5313782051282051,60.0,3,0.4036538485732466,0.4242544965184133,0.408879445737677
3.1428571428571432,0.8928571428571429,point,NR,28.749999999999996,6.507569742232598,33.6077667672675,0.5503012820512821,60.0,3,0.3876147010620219,0.4082152765635578,0.3905414645455375
3.1428571428571432,1.2142857142857144,point,NR,22.75,4.8113940747380655,29.769201833089845,0.7192500000000001,60.0,3,0.3283271568704442,0.3423959758773835,0.33348703809986546
3.1428571428571432,1.5357142857142858,point,NR,21.650000000000013,3.190220569037542,24.824028583624973,0.8254935897435897,60.0,5,0.28744305249094615,0.2942626594627056,0.3014718788765224
3.1428571428571432,1.8571428571428572,point,NR,22.049999999999997,2.5743315756917013,22.317941809197308,0.8238141025641025,60.0,7,0.27917937997456055,0.28440254201751275,0.2963512317236823
3.1428571428571432,2.178571428571429,point,NR,18.150000000000013,1.8361301087325013,17.08427189257788,0.8368461538461538,60.0,11,0.2557498856106374,0.25984602412556074,0.27017614803055146
3.1428571428571432,2.5,point,NR,18.450000000000014,1.6894461671390346,14.24534462198936,0.8246794871794871,60.0,17,0.2540816952722506,0.2566449385618191,0.2701743284626832
3.1428571428571432,2.8214285714285716,point,NR,17.749999999999975,1.6267091100045148,8.452783635425622,0.7933012820512821,60.0,45,0.2557313036625348,0.25491625920491146,0.2719203623414629
3.1428571428571432,3.1428571428571432,point,NR,17.250000000000032,1.8199559378020793,1.9822874413648144,0.7430705128205128,60.0,337,0.3332027524075267,0.3057891466616849,0.3487595578836433
3.1428571428571432,3.4642857142857144,point,NR,18.25,1.6073766276234074,5.073726753012085,0.7935128205128206,60.0,113,0.2697372195143791,0.2608088349653197,0.2886110147198162
3.1428571428571432,3.785714285714286,point,NR,20.349999999999973,1.8464568669654975,11.612749000578589,0.8993589743589745,60.0,29,0.24736802337794545,0.24260028783368115,0.2718263020057242
3.1428571428571432,4.107142857142858,point,NR,24.250000000000004,3.1352388611421858,17.608377777397145,0.9410384615384616,60.0,15,0.26647058392499234,0.2613707827602581,0.294943941091109
3.1428571428571432,4.428571428571429,point,NR,24.849999999999994,4.010432583445341,20.222881224556772,0.9157692307692308,60.0,11,0.2828720411581028,0.28031220672435797,0.3082010162687686
3.1428571428571432,4.75,point,NR,29.75,5.951361219040066,23.870662949803396,0.5664358974358975,60.0,9,0.36870751893650155,0.38248443713048896,0.38029241731136887
3.4642857142857144,0.25,point,NR,23.450000000000003,8.535522963508608,39.659306157879925,0.47984615384615387,60.0,1,0.41656006015878266,0.4472495058990429,0.3988168643250079
3.4642857142857144,0.5714285714285714,point,NR,23.599999999999994,7.7445342232757035,38.02255037157564,0.5067820512820513,60.0,2,0.402824477361432,0.4311680164190711,0.3890906414237966
3.4642857142857144,0.8928571428571429,point,NR,32.55,7.338813263712249,36.57221313502748,0.5283269230769231,60.0,3,0.41080565898304355,0.4315568560714629,0.41678414158475907
3.4642857142857144,1.2142857142857144,point,NR,26.150000000000002,5.787031602191364,32.50212859281726,0.6396282051282053,60.0,3,0.3604808189096195,0.3777224665660302,0.36487518936255803
3.4642857142857144,1.5357142857142858,point,NR,19.650000000000006,3.857815014818211,27.619822524600544,0.8001346153846155,60.0,3,0.2976458504274351,0.30857761639967873,0.30387431575270796
3.4642857142857144,1.8571428571428572,point,NR,21.75000000000001,3.1980864398715707,25.06671670093416,0.8315512820512819,60.0,5,0.28716523981891284,0.2937388841240085,0.30155196536706536
3.4642857142857144,2.178571428571429,point,NR,20.649999999999988,2.1067163335926145,19.746697900640307,0.8584615384615385,60.0,9,0.26339183176031555,0.2663170361997221,0.2818209609753754
3.4642857142857144,2.5,point,NR,20.64999999999999,1.8031231006272093,17.05789948486082,0.8592692307692308,60.0,13,0.2573398987914139,0.2585288671501126,0.277745722317995
3.4642857142857144,2.8214285714285716,point,NR,18.949999999999974,1.5208436296100136,11.35912291508824,0.8412115384615385,60.0,27,0.24928134568138288,0.24836670840569638,0.2689244920372561
3.4642857142857144,3.1428571428571432,point,NR,18.149999999999956,1.6013822555535537,5.07351615869397,0.7878333333333334,60.0,113,0.2703384365816544,0.2617576565537437,0.28874899500367274
